text,category
What is necessary for the identity verification?,Regulatory
what documents do i need to verify who i am,Regulatory
Which countries are you available in?,Regulatory
Where are you cards supported?,Regulatory
How do I get a card if I live in the US?,Regulatory
Please list the countries you support.,Regulatory
Are these cards available in europe?,Regulatory
If I live outside of the UK am I still eligible for a card?,Regulatory
Can I get a card in the EU?,Regulatory
Can I use my card in Austria?,Regulatory
Do you have to be in the UK to get a card?,Regulatory
Can I use this all over the world?,Regulatory
Can I get a card even though I live in the US,Regulatory
Do you provide cards to people not in the UK?,Regulatory
What countries are you located in?,Regulatory
Which countries does your service work in?,Regulatory
Which countries do you operate in,Regulatory
From what countries can I use an account?,Regulatory
Can the card be mailed to Europe?,Regulatory
Who gets support?,Regulatory
i live in portugal. do you operate here?,Regulatory
I live in the EU - can I get a card?,Regulatory
What countries do your accounts send and receive to?,Regulatory
How do I get a card in the EU?,Regulatory
How does a US resident go about acquiring a new card?,Regulatory
Can you tell me the countries you operate in?,Regulatory
As far as courtries go which ones are supported?,Regulatory
May I get one of your cards?  I live in the EU.,Regulatory
can i get a card if I live in the usa?,Regulatory
What countries do you operate in?,Regulatory
Where are you present globally?,Regulatory
What are the countries that you operate in?,Regulatory
Which countries are supported,Regulatory
Is this open to residents of all countries?,Regulatory
Is it possible to get one of your cards in the European Union?,Regulatory
Are you located in other countries?,Regulatory
"Although I am not located in the UK area, may i still receive a card?",Regulatory
can usa residents get a card?,Regulatory
What countries can I use my account in?,Regulatory
What countries are you available in?,Regulatory
Is it possible for a person who lives in the US to get a card?,Regulatory
Are your cards supported in the EU?,Regulatory
Are cards issued to people living in the US?,Regulatory
In which countries does your app work,Regulatory
Any chance of getting the card outside the UK?,Regulatory
Which countries do you work with?,Regulatory
I would like to know the countries you are offer services in?,Regulatory
Can I get a card in the US?,Regulatory
Can I get support?,Regulatory
I don't live in the UK. Can I still get a card?,Regulatory
Can you tell me what countries you offer support for?,Regulatory
Can I use it outside of Europe?,Regulatory
Can I apply for one of your cards if I live in the EU?,Regulatory
can i get a card if i live in the US?,Regulatory
What countries do your services support?,Regulatory
Are cards available to those outside of the UK?,Regulatory
Do you do business in the EU?,Regulatory
Is it possible to get a card outside the UK?,Regulatory
I live in Germany. Is that one of the countries you are in? What other countries are you in?,Regulatory
What are the countries you have offices in?,Regulatory
How do I sign up for a card if I'm in America?,Regulatory
Will my new card work outside of the EU?,Regulatory
Is it possible to get a card when i'm not in the UK?,Regulatory
Can I get a card if I don't reside in the UK?,Regulatory
"If I don't live in the UK, can I get a card?",Regulatory
can I use it in any country?,Regulatory
What countries are you issuing cards for?,Regulatory
Can I get a card? I live in the US.,Regulatory
I would like to get your card in EU. Is that possible?,Regulatory
Do you offer cards for those in other countries?,Regulatory
"I have my residency in the US, but I would love to get a card.",Regulatory
"I reside in the US, but I want a card.",Regulatory
are there any country restrictions?,Regulatory
How do I find out what countries you service and what countries you do not?,Regulatory
what countries can i use my card in,Regulatory
What countries can I use your services?,Regulatory
I live in the EU.  Can I order one of your cards?,Regulatory
Where can I get a card in the EU?,Regulatory
Can I get a card that works in other countries like Africa and Indonesia?,Regulatory
Are you available in my country?,Regulatory
How many countries do you work in?,Regulatory
Are you only able to get a card if you're in the UK?,Regulatory
Which countries do you support?,Regulatory
How do I know which countries you provide service in?,Regulatory
Please tell me how to get a card if I reside in the US.,Regulatory
What countries have access to this service.,Regulatory
"I live in America, but I would like a card.",Regulatory
Do you issue cards for someone living in the US?,Regulatory
Is this card available to Americans?,Regulatory
Can I get a card although I'm not in the UK,Regulatory
"If I don't live in the UK, can I still get a card?",Regulatory
Is there anywhere  In the  Eu  this card can not be delivered in,Regulatory
"I'm not in the UK, but can I still get a card?",Regulatory
In which countries can I get a card?,Regulatory
Can someone in the US have a card?,Regulatory
Can I have a card even if I am not living in the UK?,Regulatory
You operate in which countries?,Regulatory
i want to get a card but i live in the US,Regulatory
What are your supported countries?,Regulatory
where do you have locations at,Regulatory
Do you support countries other than mine?,Regulatory
Do you support all countries?,Regulatory
Can you tell me the countries you provide support for.,Regulatory
"I live in the EU, can I get one of your cards?",Regulatory
Can an American resident apply to get a card?,Regulatory
What countries can I use the card in?,Regulatory
I need a new card and I live in the United States.,Regulatory
Supported countries,Regulatory
What are the countries you support.,Regulatory
Which countries are you in?,Regulatory
Where in the European Union can I get a card?,Regulatory
I am in the EU. Can I get one of your cards?,Regulatory
I live in the UK. Can I get a card?,Regulatory
"I need to get a card, but I live in the US.",Regulatory
I am not in the UK can i get a card?,Regulatory
Which countries do you currently support?,Regulatory
Is it possible to get one the your cards in the EU?,Regulatory
"I want a card, but I'm not in the UK- can I get one still?",Regulatory
Are your cards available in the EU?,Regulatory
I'm in the EU. Can I get one of your cards?,Regulatory
Is this card available to United States Residents?,Regulatory
can I use it all over the world?,Regulatory
Do you work in Greece?,Regulatory
What countries do your accounts support?,Regulatory
I live in the US and I would like to get a card. How do I go about getting one?,Regulatory
I just moved to the US how do I get a card?,Regulatory
You provide support in what countries?,Regulatory
What countries are you supporting?,Regulatory
What countries are getting support?,Regulatory
Are cards available in the EU?,Regulatory
Which countries are represented?,Regulatory
I need to know your exchange rates.,Payment_Industry
What exchange rates do you offer?,Payment_Industry
How did you come up with your exchange rates?,Payment_Industry
Where do you guys acquire your exchange rate?,Payment_Industry
How do I find the exchange rate?,Payment_Industry
What are your international exchange rates?,Payment_Industry
How often do your exchange rates change,Payment_Industry
Please advise what is the exchange rate,Payment_Industry
How are exchange rates calculated?,Payment_Industry
what are exchange rates based on,Payment_Industry
what are exchange rates,Payment_Industry
What are the most current exchange rates?,Payment_Industry
Can you explain your exchange rate policy to me?,Payment_Industry
Is it a good time to exchange?,Payment_Industry
What is the exchange rate like on this app?,Payment_Industry
Do you have a list of exchange rates?,Payment_Industry
Can you tell me where you get your exchange rates?,Payment_Industry
Will I get a curreng foreign exchange rate?,Payment_Industry
What currencies is an exchange rate calculated in?,Payment_Industry
Where do you get your exchange rates from?,Payment_Industry
What is the base of the exchange rates?,Payment_Industry
What exchange rate do you use?,Payment_Industry
The exchange rates are?,Payment_Industry
What do you base your exchange rates on?,Payment_Industry
What foreign exchange rate will you use?,Payment_Industry
How much will I get with the exchange rate?,Payment_Industry
The exchange rate would be?,Payment_Industry
What is the exchange rate like?,Payment_Industry
How do your exchange rates work?,Payment_Industry
what is the exchange rate?,Payment_Industry
Where did your guys exchange rates come from?,Payment_Industry
How are you determining your exchange rates?,Payment_Industry
I'm trying to figure out the current exchange rate.,Payment_Industry
From where are you getting your exchange rates?,Payment_Industry
Can you tell me the foreign exchange rate?,Payment_Industry
why do your exchange rates change,Payment_Industry
What kind of foreign exchange rate will I get when I exchange my money?,Payment_Industry
What is my foreign exchange rate?,Payment_Industry
when does the rate get determined,Payment_Industry
What is the current exchange rate for me?,Payment_Industry
I purchased something in a foreign currency but the rate applied is wrong,Consumer_Protection
I made a currency exchange and think I was charged more than I should of been.,Consumer_Protection
the card payment exchange rate is wrong,Consumer_Protection
The exchange rate was wrong when I bought something outside the country.,Consumer_Protection
The exchange rate on my purchase is wrong.,Consumer_Protection
This rate is too low. Are you sure your using the right exchange rate.,Consumer_Protection
"I bought something, but the exchange rate looks wrong.",Consumer_Protection
The rate applied to my foreign purchase was incorrect,Consumer_Protection
I bought something in a foreign currency but the rate applied is wrong!,Consumer_Protection
My exchange went wrong. I swapped Russian Ruble for UK pounds and was charged too much.,Consumer_Protection
You did not apply the correct exchange rate for an item that I bought.,Consumer_Protection
The rate of exchange for my card payment is incorrect,Consumer_Protection
The rate for a currency exchange was wrong when I bought something.,Consumer_Protection
Why is the exchange rate wrong when I purchase something abroad?,Consumer_Protection
I bought an item and noticed the exchange rate was not correct.,Consumer_Protection
I bought something overseas and the wrong exchange rate is on my statement.,Consumer_Protection
The exchange rate for my transaction last Saturday seems to have been wrong I got charged extra.  Please fix.,Consumer_Protection
Why is your exchange rate for my card payment wrong,Consumer_Protection
Why am I being charged more ?,Consumer_Protection
I purchased an item and the exchange rate I was given was incorrect.,Consumer_Protection
I don't think my card payment exchange rate is correct.,Consumer_Protection
"When I made a purchase last Saturday, I was charged extra. Did I receive the right exchange rate?",Consumer_Protection
They charged me wrong for a currency exchange on a purchase.,Consumer_Protection
I believe my card payment exchange rate is incorrect.,Consumer_Protection
"Hi, I have been overcharged for my payment last Saturday. I guess exchange rate was wrong.",Consumer_Protection
The exchange rate seems off on this transaction,Consumer_Protection
"The exchange rate given to me wasn't correct, after i purchased an item",Consumer_Protection
"Hi, I don't think your exchange rate is right. I need you to check the official interbank exchange please.",Consumer_Protection
I'm pretty sure something went wrong with my exchange. I changed Russian Ruble to UK pounds and was charged way too much!,Consumer_Protection
I wasn't applied the correct exchange rate for an item I bought,Consumer_Protection
the conversion value for my card payments is incorrect.,Consumer_Protection
The wrong exchange rate was used when I bought something with a foriegn currency.,Consumer_Protection
I paid for something in foreign currency but noticed the exchange rate is incorrect.,Consumer_Protection
The incorrect rate was used in my foreign purchase,Consumer_Protection
Why was the exchange rate incorrect for an item I recently bought?,Consumer_Protection
Why is my exchange rate wrong for an item I bought?,Consumer_Protection
How can I check the exchange rate applied to my transaction?,Consumer_Protection
Your exchange rate is totally wrong for my card payment,Consumer_Protection
The wrong rate was applied to an item I bought in a currency different from mine. Can this be changed?,Consumer_Protection
I go the wrong exchange rate applied to my purchase in a foreign country.,Consumer_Protection
My statement has a dollar I have been charged showing up on it.,Consumer_Protection
Why is there a fee for an extra pound in my statement?,Consumer_Protection
I'm not okay with this fee on my statement.,Consumer_Protection
Why is there an extra dollar charged to my account?,Consumer_Protection
There is a fee I don't recognize on my statement.,Consumer_Protection
I would like a refund on the extra pound I was charged.,Consumer_Protection
Can you explain what this random $1 charge is?,Consumer_Protection
What is this $1 charge on my statement?,Consumer_Protection
Why does my statement have these extra charges?,Consumer_Protection
"I do not remember purchasing anything for 1£, and it is on my statement. Can you please tell me what that is about?",Consumer_Protection
I can see an extra 1£ charge on my app. Why did you charge me extra?,Consumer_Protection
Can you tell me why I noticed a $1 charge on my statement?,Consumer_Protection
When will the $1 transaction be credited to me?,Consumer_Protection
Where did this fee come from?,Consumer_Protection
"I noticed an extra $1 charge on my statement, can you tell me why that is?",Consumer_Protection
There is an extra $1 charge,Consumer_Protection
I need information about an extra €1 fee in my statement.,Consumer_Protection
Why is there an extra 1 pound charge on my card?,Consumer_Protection
Why are there so many fees on my statement?,Consumer_Protection
What would be the reason there's an extra fee on my statement?,Consumer_Protection
Where did this 1 euro fee come from?,Consumer_Protection
I got a extra €1 fee in my statement,Consumer_Protection
I have a 1 euro fee on my statement.,Consumer_Protection
Why was I overcharged a pound!?,Consumer_Protection
"Something went wrong, I was charged an extra pound?",Consumer_Protection
Where did the extra fee on my statement come from?,Consumer_Protection
There is an extra charge on my app that I was not told about or I was aware of!,Consumer_Protection
I am seeing an extra fee on my statement what is that for?,Consumer_Protection
What is this €1 fee in my statement?,Consumer_Protection
"I am a new customer, and I happened to look at my app and there is a charge I am not familiar with.  Could you tell me why the extra charge is there?",Consumer_Protection
For some reason my account's been charged an extra dollar.,Consumer_Protection
There is a transaction for $1 and I don't know why it was charged.,Consumer_Protection
"Can you help me with a weird charge?  It's a pound charge that never goes away from the statement view on the app I'm using.  It's not described as anything but ""Pending"", and that status has never changed during the last two days.",Consumer_Protection
What is the purpose of the extra fee that is showing up on my statement?,Consumer_Protection
"$1 extra has been charged on my statement, why is that?",Consumer_Protection
What is the extra  €1 fee in my statement,Consumer_Protection
"It's been two weeks, why has the transaction for $1.00 not been reversed?",Consumer_Protection
What is the €1 fee for?,Consumer_Protection
I'm quite confused as to what is going on. There is some odd extra pound charge on my statement in the app that's just listed as pending and doesn't go away since a couple days.,Consumer_Protection
Can you please check why I am having this extra fee on my statement.,Consumer_Protection
My withdrawl is still pending.  Why?,Synthetic_Policies
My card was denied at an ATM earlier today but the transaction is pending. Please cancel it as I did not receive my money.,Synthetic_Policies
My transaction is still showing that is pending from my cash withdrawal.,Synthetic_Policies
"Hey I tried to get some money out earlier but the machine didn't work. Now just saw the transaction still seems in progress! Can you please check what's going there, seems something is broken, I don't want to be charged for money that I haven't actually received!",Synthetic_Policies
How long does the cash withdrawal take to pend?,Synthetic_Policies
Why is it taking so long for my cash withdrawal to no longer show as pending?,Synthetic_Policies
"I tried taking money from the ATM but no money came out, but the transaction is still pending? How is this possible?",Synthetic_Policies
"I got some cash of an ATM earlier but this shows up as pending in the app. How can this be still pending, I've got the cash already?",Synthetic_Policies
Why is my withdrawal still pending?,Synthetic_Policies
Are you sure when the withdrawal will show?,Synthetic_Policies
"Hi! I was wondering if you can help me. I used the city centre ATM to get some cash, but the machine declined my card. My account shows that transaction is still pending. I didn't receive the money, so please cancel that transaction.",Synthetic_Policies
Why is a transaction showing as pending when I recieved cash from an ATM?,Synthetic_Policies
My cash in the ATM is still pending,Synthetic_Policies
my atm cash out is still pending,Synthetic_Policies
I am still waiting for a cash withdrawal to show,Synthetic_Policies
Is my pending cash withdrawal processed?,Synthetic_Policies
how long til my cash out goes through?,Synthetic_Policies
Why is my ATM cash withdrawal showing up as a pending transaction?,Synthetic_Policies
"Hi,I tried to get some money out but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received.",Synthetic_Policies
"Hey, my card was declined at an ATM in the city centre theatre. My account says the transaction is pending, though. I didn't get the money, though, so what does that mean?",Synthetic_Policies
Why do I have a pending cash withdrawal?,Synthetic_Policies
I have a pending cash withdrawal,Synthetic_Policies
I made a withdrawal from my account but it has not posted?,Synthetic_Policies
Is my cash withdrawal pending?,Synthetic_Policies
I'm not quite understanding why my cash withdrawal is showing as pending.,Synthetic_Policies
I made a cash withdrawal but the pending status is taking forever.,Synthetic_Policies
My cash withdrawal is still showing as pending.,Synthetic_Policies
Why am I unable to take money from my card but the statement says the transaction is still pending?,Synthetic_Policies
Why does my account have a pending cash withdrawal?,Synthetic_Policies
I have a pending transaction in my app. How is it still pending if I pulled the cash out from the ATM earlier?,Synthetic_Policies
Cash withdrawal still pending?,Synthetic_Policies
"I received cash from the ATM earlier, but this shows up as pending in the app.  I've got the cash already.  How can this be still pending?",Synthetic_Policies
"I tried to take money from my card, but it didn't work. Later I saw that the transaction is still in progress. What's goign on?",Synthetic_Policies
Why does it say pending cash withdrawal on my statement?,Synthetic_Policies
How long with my cash withdrawal stay pending for?,Synthetic_Policies
Where's accounting for my cash withdrawal?,Synthetic_Policies
My account was charged for a withdraw I tried to make that was decline.,Synthetic_Policies
how long does it take to post atm with drawl,Synthetic_Policies
Why is my cash withdrawal from the ATM still not yet showing as confirmed in my account?,Synthetic_Policies
"What's a pending transaction? My card was declined at an ATM, but my account says it's still pending. Can I cancel the payment?",Synthetic_Policies
"If I request that my funds be held, what currencies do you use?",Payment_Industry
I want to know how many different currencies my money can be in,Payment_Industry
Do you support all fiat currencies?,Payment_Industry
Does your system support multiple currency.,Payment_Industry
What currencies can I hold money in?,Payment_Industry
Do you support any currency?,Payment_Industry
"There is an incoming payment into my account, but it is deactivated. Will they still be processed?",Payment_Industry
What currencies do you do exchanges for?,Payment_Industry
"In terms of holding and exchange, what fiat currencies do you use.",Payment_Industry
What fiat currencies are used for holding transactions?,Payment_Industry
Where can I exchange my money for EUR?,Payment_Industry
Is it permissible to hold money in multiple currencies?,Payment_Industry
Can I exchange to EUR?,Payment_Industry
Can someone assist me with the details explaining which fiat currencies that you support?,Payment_Industry
Do you offer additional currency options?,Payment_Industry
How do I change currencies to euros?,Payment_Industry
What fiat currencies are supported for holding and exchange?,Payment_Industry
"When considering currency holdings and exchanges, what fiat currencies are supported?",Payment_Industry
Will you handle EUR?,Payment_Industry
Can I hold money in other currencies?,Payment_Industry
What options do I have for holding currencies?,Payment_Industry
Do you happen to do exchanges of EUR?,Payment_Industry
Do you accept exchanges to EUR?,Payment_Industry
Can you tell me what currency I can have?,Payment_Industry
Am I able to exchange currencies?,Payment_Industry
What currencies are used in your exchange?,Payment_Industry
Which fiat currencies do you support?,Payment_Industry
Which country's currency do you support?,Payment_Industry
I want to make a currency exchange to EU.,Payment_Industry
Can I exchange and hold all fiat currencies?,Payment_Industry
What kind of currency can I hold money in?,Payment_Industry
Can I exchange currencies?,Payment_Industry
Do you work with all fiat currencies?,Payment_Industry
Can I hold money in multiple currencies?,Payment_Industry
How man currencies can I hold?,Payment_Industry
Besides USD what other currencies can I have?,Payment_Industry
How do I accept exchanges to EU?,Payment_Industry
What kind of fiat currency can I used for holding and exchange?,Payment_Industry
Do you support the exchange of EUR from my currency.,Payment_Industry
What countries can I travel to and have access to their currencies?,Payment_Industry
I've tried my card a bunch of times and it never worked.,Payment_Industry
I can't get my card to work.,Payment_Industry
My card appears to be broken how can I fix it?,Payment_Industry
How do I know why my card isn't working?,Payment_Industry
My card broke.,Payment_Industry
My card won't work.,Payment_Industry
Why is my card not working?,Payment_Industry
Can you please identify the problem with my bank card?,Payment_Industry
How do I unblock my card using the app?,Payment_Industry
My card does not work,Payment_Industry
How can I get my physical card to work?,Payment_Industry
Can someone assist me by explaining why my card is not working?,Payment_Industry
Help me.  My card doesn't work.,Payment_Industry
Can a card stop working?,Payment_Industry
I think my card is broken,Payment_Industry
Why isn't my card working?,Payment_Industry
My card isn't working anymore.,Payment_Industry
My card was declined today when eating and I need to know what's wrong.,Payment_Industry
My card doesn't work.,Payment_Industry
How can I resolve a problem where my card won't go through at all?,Payment_Industry
My actual card isn't working.,Payment_Industry
Is my card broken?,Payment_Industry
I broke my card,Payment_Industry
My card stopped working,Payment_Industry
"My card is broke, what do I do?",Payment_Industry
"I tried using my card today and it's not working, can you help me?",Payment_Industry
My card stopped working when I use it,Payment_Industry
I can't use my card.,Payment_Industry
Need help with my card. It's not working.,Payment_Industry
I cannot use my card.,Payment_Industry
The card I've got seems to be broken.,Payment_Industry
My card isn't working,Payment_Industry
My card suddenly quit working.,Payment_Industry
I have tried to use my card several times and it does not work.,Payment_Industry
The card I have doesn't work.,Payment_Industry
My card doesn't accept any transaction at all. What's wrong??,Payment_Industry
How can i check if my card is working?,Payment_Industry
Nothing goes through on my card.,Payment_Industry
How do I find out why my card won't work?,Payment_Industry
"Could it be that I deactivated my card, its not working?",Payment_Industry
May I exchange currencies with this?,Payment_Industry
Tell me how I can exchange between different currency.,Payment_Industry
Can I change from one currency to another?,Payment_Industry
How do I change GBP to AUD?,Payment_Industry
Will this app exchange currencies?,Payment_Industry
How do I convert currencies with the app?,Payment_Industry
How are currencies exchanged?,Payment_Industry
Can I exchange currencies with this app?,Payment_Industry
How do I make an exchange from one currency to another?,Payment_Industry
How do I interconvert between AUD and GBP?,Payment_Industry
What all currencies can be exchanged?,Payment_Industry
What is the best way to exchange currency between USD and GBP using your app?,Payment_Industry
If I wanted to make a change from GBP to AUD what is the process?,Payment_Industry
Can I get some money exchanged?,Payment_Industry
Is it possible to change to another currency?,Payment_Industry
How do I exchange my GBP to AUD?,Payment_Industry
How would I use my money in a different country?,Payment_Industry
"If I receive foreign currencies, am I able to exchange them on the app?",Payment_Industry
Can I change to another currency?,Payment_Industry
"I need AUD not GBP, how do I change it?",Payment_Industry
What is the best way to exchange currency?,Payment_Industry
If I need GBP instead of AUD what do I do?,Payment_Industry
I was wondering whether exchanging currencies can be done on this app.,Payment_Industry
"I might need AUD instead of GBP, how to change?",Payment_Industry
How do I go through the process of currency exchange?,Payment_Industry
Change currency,Payment_Industry
Can am I able to exchange currencies?,Payment_Industry
Where do I go to change GBP?,Payment_Industry
What currency's can i exchange for?,Payment_Industry
What currencies will this app exchange?,Payment_Industry
Can this app help me exchange currencies?,Payment_Industry
I would like to exchange some currency.,Payment_Industry
Can I exchange between GBP and USD on the app?,Payment_Industry
Is there currency exchange on this app?,Payment_Industry
Can I change my currency from USD to EUR?,Payment_Industry
"I think I want AUD and not GBP, can you help?",Payment_Industry
How do I exchange currency?,Payment_Industry
Can I use this app to change dollars into euros?,Payment_Industry
Can I exchange currencies with my account?,Payment_Industry
I would like to exchange currencies,Payment_Industry
"My entire gym bag, including my wallet, was stolen out of my locker today. Everything in my wallet is gone - how do I block the card to make it can't be used?",Consumer_Protection
I can't find my card and think it may have been stolen.,Consumer_Protection
"Someone stole my card. I need to report it stolen. I made a police report already, but how do I report it with you?",Consumer_Protection
"I cant find my card, it's gone.",Consumer_Protection
My card is lost! What can I do?,Consumer_Protection
I lost my card,Consumer_Protection
Oh no!  I lost my card!  Help!,Consumer_Protection
"I believe my card has been stolen, what can I do about this situation? It's urgent.",Consumer_Protection
Help! Someone stole my card!,Consumer_Protection
Help.  I have a stolen card!,Consumer_Protection
"card is lost, please help",Consumer_Protection
How do I report my card stolen?,Consumer_Protection
My card is gone I think it was stolen,Consumer_Protection
Is a copy of the police report necessary for completing the report process?,Consumer_Protection
I lost my wallet today with all my credit cards. Will you please block the card and send a replacement?,Consumer_Protection
How do I deal with a stolen card?,Consumer_Protection
Can you freeze my card it was stolen,Consumer_Protection
Help!  I can't find my card.,Consumer_Protection
What should I do if I lost my card?,Consumer_Protection
I need help with a lost card,Consumer_Protection
I think my card was stolen.,Consumer_Protection
"Someone stole my wallet earlier today, not sure exactly when, probably on Piccadilly circus. Can you check if there were any attempts to use the card and obviously block it?",Consumer_Protection
I think I lost my card . I dont know how long it has been missing. Can you see if maybe someone else has been using it?,Consumer_Protection
How can I freeze a stolen card?,Consumer_Protection
What should I do if my card is missing?,Consumer_Protection
My bags were stolen. I need a new card but need to cancel the stolen one.,Consumer_Protection
Somehow I am missing my card.  What should I do?,Consumer_Protection
My card was taken from me,Consumer_Protection
My card got lost.,Consumer_Protection
Some idiot stole my card.,Consumer_Protection
How do I report my card lost or stolen?,Consumer_Protection
My card is lost! What do I do now?,Consumer_Protection
I'm in Spain and my stuff has been stolen. My card was with it and I need a new one shipped and the old one frozen.,Consumer_Protection
I believe my credit card was stolen.,Consumer_Protection
How do I report a stolen card?,Consumer_Protection
"Somebody has stolen my card, I need help please.",Consumer_Protection
I cannot find my credit card.,Consumer_Protection
Are you able to locate my card?,Consumer_Protection
My card got stolen!,Consumer_Protection
Help me please!  My card was stolen!,Consumer_Protection
how old do i need to be to get an account for myself,Regulatory
How young can I be to open my own account?,Regulatory
How old do I have to be?,Regulatory
Can I open an account for a child?,Regulatory
How old do we have to be?,Regulatory
How do I go about setting up an account for my daughter?,Regulatory
Is there an age minimum?,Regulatory
What is the youngest age in order to have an account?,Regulatory
What age do I have to be?,Regulatory
Can my daughter open an account?,Regulatory
What is the minimum age to open an account?,Regulatory
What is the minimum age?,Regulatory
I am only 17. Can I make an account?,Regulatory
Could I open an account for my children?,Regulatory
What is the age to open an account?,Regulatory
How do I open up an account for my child?,Regulatory
Can I open a bank account for my newborn baby?,Regulatory
How old do I have to be to open an account?,Regulatory
Do you offer services for children to have money saving experience?,Regulatory
If my kids wanted to use your service how old would they have to be?,Regulatory
Can my 19 year old daughter open a savings account at the bank?,Regulatory
How old do you have to be to get an account?,Regulatory
What's the minimum age for opening an account?,Regulatory
"I would like an account for my children, how do I go about doing this?",Regulatory
Can my children have their own account?,Regulatory
Is it possible to open an account for my children?,Regulatory
Do my kids have to be a certain age to use this service?,Regulatory
How old do you have to be to be able to open an account?,Regulatory
Is there an age limit?,Regulatory
What are the age requirements for opening an account?,Regulatory
will i be able to open an account for my daughter,Regulatory
How old do I need to be to open an account?,Regulatory
What age can sign up for services?,Regulatory
How old do my kids have to be to use your service?,Regulatory
What age do my kids need to be to use your service?,Regulatory
How old do my children need to be to open an account?,Regulatory
How old does my kids need to be to open an account?,Regulatory
How young can someone be in order to open an account?,Regulatory
What is the youngest someone can be to open an account?,Regulatory
How old does one have to be to have an account with the bank?,Regulatory
Are contactless payments enabled on my new card?,Payment_Industry
My contanctless has stopped working,Payment_Industry
what is required documents for new card process ?,Payment_Industry
"I don't know what's wrong, my contactless stopped working. Tried it in a few different places today and it didn't work in any of them.",Payment_Industry
How do I get the contactless feature to work for my card?,Payment_Industry
I tried to pay contactless at the bus today and it didn't work. Any ideas why?,Payment_Industry
I've been unable to pay contactless with my card for over a week now. Is there a way to fix this issue?,Payment_Industry
Do you know why my contactless won't work?,Payment_Industry
My contactless payments have not been completed successfully.,Payment_Industry
Do I need to replace my card if it didn't work when I tried to pay contactless at the shop today?,Payment_Industry
For some reason my contactless has stopped working. I don't know what the problem is. What can I do?,Payment_Industry
"I couldn't use my contactless this morning, it wasn't accepted.",Payment_Industry
Contactless isn't working for me,Payment_Industry
Why wouldn't the contactless payment work when I tried to pay at the bus today?,Payment_Industry
How do I check my security settings to allow contactless pay?,Payment_Industry
What can I do if contactless doesn't work?,Payment_Industry
Fix my contactless,Payment_Industry
How can I make my contactless work for the metro?,Payment_Industry
My contactless is not working,Payment_Industry
Can you help my fix my contactless?,Payment_Industry
For some reason my contactless won't work for me.,Payment_Industry
I'm unable to use contactless payments for purchases.,Payment_Industry
"When I tried to pay for my bus ride, the contactless payment wouldn't work. How can I prevent this in the future?",Payment_Industry
The NFC payment wouldn't work on the bus today. Help?,Payment_Industry
"I wanted to use my card contactless but it doesn't seem to be working, what could be the problem?",Payment_Industry
How do I make contactless work,Payment_Industry
what is the charges for new card?,Payment_Industry
The contactless I have won't work.,Payment_Industry
Why isn't my contactless not working?,Payment_Industry
I wanted to use my contactless at the metro today but it didn't accept it!,Payment_Industry
It didnt work when I tried to pay contactless at the bus today. Why?,Payment_Industry
I am not able to do contactless.,Payment_Industry
How do I use contactless payments?,Payment_Industry
Help me with my contactless which isn't working.,Payment_Industry
How can I fix a problem where contactless isn't working?,Payment_Industry
How do I use contactless pay?,Payment_Industry
How do I enable contactless pay?,Payment_Industry
Do I need to make a regular payment before a contactless one?,Payment_Industry
How can I find out where my contactless works?,Payment_Industry
Should i reinstall the payment app?,Payment_Industry
how much do you charge to accept transfers,Synthetic_Policies
I would like to make a transfer. How much does it cost?,Synthetic_Policies
"I need to make a transfer, what will the fee be?",Synthetic_Policies
If I make a top-up are there charges applied?,Synthetic_Policies
Can I also transfer with SWIFT?,Synthetic_Policies
Are SWIFT transfers accepted?,Synthetic_Policies
I would like to refill my account using SWIFT.,Synthetic_Policies
Do I have to pay for topping up by transfer?,Synthetic_Policies
Are there any sort of fees involved for top of transfers?,Synthetic_Policies
Is it possible to get a transfer from SWIFT?,Synthetic_Policies
Do I have to pay any fees in order to receive money?,Synthetic_Policies
How much am I charged to receive money?,Synthetic_Policies
Will you deal with SWIFT transfers?,Synthetic_Policies
Will there be any charges for money received?,Synthetic_Policies
Will a transfer incur a fee?,Synthetic_Policies
Are there charges for receiving a SEPA transfer?,Synthetic_Policies
If I transfer money from my bank to top-up my account will I be charged?,Synthetic_Policies
Will I be charged if someone needs to send me money?,Synthetic_Policies
What are the fees for top-ups?,Synthetic_Policies
Will topping up by transfer lead to a charge on my account?,Synthetic_Policies
What are the charges for receiving money?,Synthetic_Policies
What is the fee to receive money?,Synthetic_Policies
How much am I charged for a SEPA transfer?,Synthetic_Policies
How much is the fee for a SEPA transfer?,Synthetic_Policies
What'll it charge me for a SEPA transfer?,Synthetic_Policies
Is there a charge for topping up by transfer?,Synthetic_Policies
Do you do SWIFT transfers?,Synthetic_Policies
Should I expect to be charged for topping up by transfer?,Synthetic_Policies
Will I be charged for a SEPA transfer?,Synthetic_Policies
is there a fee for a transfer? if so how much will it be?,Synthetic_Policies
Please tell me about SWIFT transfers at this bank.,Synthetic_Policies
Is there a fee for transfer top-up?,Synthetic_Policies
Can you tell me what the transfer policy is?,Synthetic_Policies
Is a SWIFT transfer okay?,Synthetic_Policies
Will I be charged a fee if I receive a SEPA transfer,Synthetic_Policies
"When topping up by transfer, will I be charged?",Synthetic_Policies
What us the fee to transfer money from my bank?,Synthetic_Policies
Do I get charged if i am getting money?,Synthetic_Policies
